abato	aba-to
malriĉa	mal-ri-ĉa
malriĉaj	mal-ri-ĉ-aj
malsaĝa	mal-sa-ĝa
malsaĝaj	mal-sa-ĝ-aj
malsaĝaĵo	mal-sa-ĝ-aĵo
malsaĝaĵoj	mal-sa-ĝ-aĵ-oj
malsaĝe	mal-sa-ĝe
malsaĝeco	mal-sa-ĝ-eco
malsaĝiĝi	mal-sa-ĝ-iĝi
malsaĝulo	mal-sa-ĝ-ulo
malsaĝuloj	mal-sa-ĝ-ul-oj
malsama	mal-sa-ma
malsamaj	mal-sa-m-aj
malsaman	mal-sa-m-an
malsamlingvanaj	mal-sam-lin-g-va-n-aj
malsamas	mal-sam-as
malsana	mal-sa-na
malsanado	mal-sa-n-ado
malsanaj	mal-sa-n-aj
malsanema	mal-sa-n-ema
malsaneta	mal-sa-n-eta
malsani	mal-sa-ni
malsaniga	mal-sa-n-iga
malsaniĝi	mal-sa-n-iĝi
malsano	mal-sa-no
malsanulejo	mal-sa-n-ul-ejo
malsanulo	mal-sa-n-ulo
malsatas	mal-sa-t-as
malsato	mal-sato
malsaton	mal-sat-on
malsekeco	mal-se-k-eco
malsekiĝis	mal-se-k-iĝ-is
malserioza	mal-se-ri-o-za
malsobra	mal-so-bra
malsprita	mal-spri-ta
malstabila	mal-sta-bi-la
malsupre	mal-su-pre
malsupren	mal-su-pren
malsupreniri	mal-su-pren-iri
malŝatas	mal-ŝa-t-as
malŝati	mal-ŝa-ti
malŝatinda	mal-ŝa-t-inda
malŝaton	mal-ŝat-on
malŝpari	mal-ŝpa-ri
malŝtopi	mal-ŝto-pi
maltâga	mal-tâ-ga
maltrankvila	mal-trank-vi-la
maltrankvilaj	mal-trank-vi-l-aj
maltrankviliĝas	mal-trank-vi-l-iĝ-as
maltrankviliĝos	mal-trank-vi-l-iĝ-os
maltrankviliĝu	mal-trank-vi-l-iĝu
malutilaj	mal-uti-l-aj
malutili	mal-uti-li
malutilo	mal-uti-lo
malvarma	mal-varma
malvarme	mal-varme
malvarmeto	mal-varm-eto
malvarmumi	mal-varm-umi
malvarmumo	mal-varm-umo
malvasta	mal-va-s-ta
malvera	mal-ve-ra
malverekien	mal-ve-re-ki-en
malvirgigi	mal-virg-igi
malviva	mal-vi-va
malvo	mal-vo
mamo	ma-mo
mamoj	ma-m-oj
mamzono	mam-zo-no
mandato	man-da-to
manego	ma-n-ego
manĝaĵdonajn	man-ĝaĵ-do-n-ajn
manĝaĵon	man-ĝ-aĵ-on
manĝas	man-ĝ-as
manĝebla	man-ĝ-eb-la
manĝegemulino	man-ĝe-g-em-ul-ino
manĝi	man-ĝi
manĝilaro	man-ĝ-il-aro
manĝinda	man-ĝ-inda
manĝis	man-ĝ-is
manĝo	man-ĝo
manĝobruon	man-ĝo-bru-on
manĝoĉambro	man-ĝo-ĉam-bro
maniero	ma-ni-e-ro
manieron	ma-ni-e-r-on
manifestiĝi	ma-ni-fes-t-iĝi
manifestiĝo	ma-ni-fes-t-iĝo
maniko	ma-ni-ko
manipuli	ma-ni-pu-li
manipulo	ma-ni-pu-lo
maniuloj	ma-ni-ul-oj
manjo	ma-njo
mankas	man-k-as
manki	man-ki
mankis	man-k-is
mankoj	man-k-oj
mankon	man-k-on
mano	ma-no
manoj	ma-n-oj
manon	ma-n-on
manovri	ma-nov-ri
manplato	man-plato
mansvingo	man-svin-go
mantelo	man-te-lo
mantilo	man-ti-lo
manumo	ma-n-umo
manuskripto	ma-nu-s-krip-to
mapo	ma-po
marcipano	mar-ci-pa-no
marĉo	mar-ĉo
mardo	mar-do
margarito	mar-ga-ri-to
marinjo	ma-ri-njo
marioneto	ma-ri-o-ne-to
maristo	ma-r-isto
markis	mar-k-is
marko	mar-ko
markon	mar-k-on
markoto	mar-ko-to
marksisma	mark-s-isma
marksismaj	mark-s-ism-aj
marksismajn	mark-s-ism-ajn
marksisman	mark-s-ism-an
marksismoj	mark-s-ism-oj
marksismojn	mark-s-ism-ojn
marksismon	mark-s-ism-on
marmelado	mar-me-l-ado
marmito	mar-mi-to
marmoto	mar-mo-to
maro	maro
maron	mar-on
marono	ma-ro-no
maroto	ma-ro-to
marŝalo	mar-ŝa-lo
marŝi	mar-ŝi
marŝinta	mar-ŝin-ta
marŝiparo	mar-ŝip-aro
marŝjuĝisto?	mar-ŝju-ĝ-isto
marta	mar-ta
martami	mar-ta-mi
martelo	mar-te-lo
marto	mar-to
mary	ma-ry
maso	ma-so
masoni	ma-so-ni
masto	ma-s-to
mastodonto	ma-s-to-don-to
mastro	ma-s-tro
mastrumi	ma-s-tr-umi
maŝino	ma-ŝi-no
maŝinoj	ma-ŝi-n-oj
matematika	ma-te-ma-ti-ka
matematiko	ma-te-ma-ti-ko
matene	ma-tene
matenmanĝi	ma-ten-man-ĝi
mateno	ma-te-no
matenon	ma-te-n-on
materia	ma-te-ria
materialaj	ma-te-ri-al-aj
materialo	ma-te-ri-alo
materialoj	ma-te-ri-al-oj
materio	ma-te-rio
mato	mato
matraco	ma-tra-co
matrikulo	ma-tri-ku-lo
matura	ma-tu-ra
maturaĝa	ma-tu-ra-ĝa
maturaĝaj	ma-tu-ra-ĝ-aj
maturaĝulo	ma-tu-ra-ĝ-ulo
maturiĝinta	ma-tu-r-iĝ-in-ta
meblaro	me-b-l-aro
meblo	me-b-lo
mebloj	me-b-l-oj
mecenato	me-ce-na-to
meĉaĵo	me-ĉ-aĵo
medicino	me-di-ci-no
medikamento	me-di-ka-men-to
mediteraneo	me-di-te-ra-neo
mediti	me-di-ti
medito	me-di-to
megabiton	me-ga-bi-t-on
megalito	mega-li-to
meĥanikisto	me-ĥa-ni-k-isto
meĥaniko	me-ĥa-ni-ko
meĥanismo	me-ĥa-nis-mo
mekanika	me-ka-ni-ka
mekanikiston	me-ka-ni-k-ist-on
mekaniko	me-ka-ni-ko
mekanismo	me-ka-nis-mo
melki	mel-ki
melolonto	me-lo-lon-to
melono	me-lo-no
memadjunkta	mem-ad-junk-ta
memamo	mem-amo
memanalizo	mem-ana-li-zo
membrano	mem-bra-no
membro	mem-bro
membroj	mem-br-oj
memefiko	mem-efi-ko
memekscito	mem-eks-ci-to
memekzameno	mem-ek-za-me-no
memevidenta	mem-evi-den-ta
memfida	mem-fida
memindukto	mem-in-duk-to
meminstruito	mem-ins-tru-ito
memira	mem-ira
memkonscia	mem-kon-scia
memorado	me-mo-r-ado
memoras	me-mo-r-as
memori	me-mo-ri
memorigado	me-mo-r-ig-ado
memorigas	me-mo-r-ig-as
memorigu	me-mo-r-igu
memorinda	me-mo-r-inda
memoris	me-mo-r-is
memoro	me-mo-ro
memoron	me-mo-r-on
memoru	me-mo-ru
memserva	mem-ser-va
memstara	mem-sta-ra
memstare	mem-sta-re
memuaro	me-mu-aro
mencii	men-cii
menciiĝas	men-ci-iĝ-as
menciu	men-ciu
mendi	men-di
mendita	men-d-ita
meningo	me-nin-go
menslaboro	mens-la-bo-ro
menso	men-so
mensogado	men-so-g-ado
mensogi	men-so-gi
mentono	men-to-no
menuo	me-nuo
menuoj	me-nu-oj
mere	me-re
meringo	me-rin-go
meritantaj	me-ri-t-an-t-aj
meriti	me-ri-ti
merito	me-ri-to
meritoj	me-ri-t-oj
merkredo	mer-kre-do
mesaĝo	me-sa-ĝo
meslibro	mes-li-bro
metadis	me-t-ad-is
metado	me-t-ado
metaforan	me-ta-fo-r-an
metalfadeno	me-tal-fa-de-no
metalo	me-ta-lo
metalurgio	me-ta-lur-gio
metano	me-ta-no
metas	met-as
meti	meti
metiĝos	me-t-iĝ-os
metilo	me-ti-lo
metio	me-tio
metis	met-is
metita	me-t-ita
meto	meto
metodo	me-to-do
metro	me-tro
metu	metu
mezaj	mez-aj
mezalianco	meza-li-an-co
mezdistance	mez-di-s-tan-ce
meze	meze
mezembrio	me-zem-brio
mezentero	me-zen-te-ro
mezereo	me-ze-reo
mezgradaj	mez-gra-d-aj
mezgreka	mez-gre-ka
mezĵibo	mez-ĵi-bo
mezlernejo	mez-ler-n-ejo
meznombre	mez-nom-bre
mezo	mezo
mezonombro	mezo-nom-bro
meztage	mez-ta-ge
mezuras	me-zur-as
mezuri	me-zuri
mezurilo	me-zur-ilo
mezuro	me-zuro
mezuroj	me-zur-oj
mezurŝnuro	me-zur-ŝnu-ro
mezurunuoj	me-zur-unu-oj
miaj	miaj
mian	mian
miasmo	mi-a-smo
miaŭ	mi-aŭ
miĉjo	mi-ĉjo
mielo	mi-e-lo
mieno	mi-e-no
migdalarbo	mig-da-l-arbo
migri	mi-gri
miksi	mik-si
mikslingva	miks-lin-g-va
milda	mil-da
miliardo	mi-li-ar-do
miliardoj	mi-li-ar-d-oj
milimetro	mi-li-me-tro
miliono	mi-li-o-no
milionoj	mi-li-o-n-oj
militakiro	mi-lit-akiro
militi	mi-liti
militiroj	mi-lit-ir-oj
militistaj	mi-lit-ist-aj
militistaro	mi-lit-ist-aro
milito	mi-lito
militservis	mi-lit-ser-v-is
miljaro	mil-jaro
miljaroj	mil-jar-oj
miloj	mi-l-oj
milonojn	mi-l-on-ojn
milopoj	mi-l-op-oj
minacas	mi-na-c-as
minaci	mi-na-ci
mineralo	mi-ne-ra-lo
minimumo	mi-ni-m-umo
ministerio	mi-ni-s-te-rio
ministro	mi-ni-s-tro
mino	mi-no
minoritato	mi-no-ri-ta-to
minus	mi-n-us
minuskloj	mi-nu-s-kl-oj
minuto	mi-nu-to
minutoj	mi-nu-t-oj
minuton	mi-nu-t-on
miozoto	mi-o-zo-to
miras	mir-as
mire	mire
miregas	mire-g-as
mireginde	mire-g-inde
mirego	mire-go
miri	miri
mirigas	mir-ig-as
mirigos	mir-ig-os
mirinda	mir-inda
mirinde	mir-inde
mirtelo	mir-te-lo
misalo	mi-sa-lo
misciti	mis-ci-ti
misia	mi-sia
misie	mi-sie
misiisto	mi-si-isto
misilo	mi-silo
misio	mi-sio
misiuloj	mi-si-ul-oj
miskomprenis	mis-kom-pre-n-is
miskomprenon	mis-kom-pre-n-on
mislangulo	mis-lan-gu-lo
mislegi	mis-le-gi
mispaŝis	mis-pa-ŝ-is
mispensas	mis-pen-sas
mistera	mis-te-ra
misteraj	mis-te-r-aj
mistere	mis-te-re
mistero	mis-te-ro
mistifiki	mis-tifi-ki
misuzu	mis-uzu
mitingo	mi-tin-go
mito	mi-to
mizeran	mi-ze-r-an
mizero	mi-ze-ro
moda	mo-da
modaj	mo-d-aj
modelo	mo-de-lo
modelon	mo-de-l-on
modera	mo-de-ra
moderna	mo-der-na
modernaj	mo-der-n-aj
modesta	mo-des-ta
modeste	mo-des-te
modifado	mo-di-f-ado
modifadoj	mo-di-f-ad-oj
modifi	mo-di-fi
modifo	mo-di-fo
modifodecidoj	mo-di-fo-de-ci-d-oj
modifoj	mo-di-f-oj
modifus	mo-di-f-us
modo	mo-do
modoj	mo-d-oj
modon	mo-d-on
modulo	mo-du-lo
mokadi	mo-k-adi
mokado	mo-k-ado
mokados	mo-k-ad-os
mokanton	mo-kan-t-on
mokata	mo-k-ata
moki	mo-ki
mokistoj	mo-k-ist-oj
mokoj	mo-k-oj
mola	mo-la
molaĵo	mo-l-aĵo
molanaso	mo-la-na-so
molaro	mo-la-ro
molekulo	mo-le-ku-lo
molesti	mo-les-ti
momanto	mo-man-to
momento	mo-men-to
momenton	mo-men-t-on
monaĥo	mo-na-ĥo
monaj	mo-n-aj
monatnomoj	mo-nat-no-m-oj
monato	mo-na-to
monatoj	mo-na-t-oj
monda	mon-da
mondcivitanoj	mond-ci-vi-ta-n-oj
mondo	mon-do
monero	mo-ne-ro
moneroj	mo-ne-r-oj
mono	mo-no
monon	mo-n-on
monstro	mons-tro
monta	mon-ta
montaron	mon-t-ar-on
monteto	mon-t-eto
monto	mon-to
monton	mon-t-on
montradi	mon-tr-adi
montradis	mon-tr-ad-is
montras	mon-tr-as
montri	mon-tri
montriĝas	mon-tr-iĝ-as
montriĝis	mon-tr-iĝ-is
montriĝos	mon-tr-iĝ-os
montriĝus	mon-tr-iĝ-us
montris	mon-tr-is
montritaj	mon-tr-it-aj
montro	mon-tro
montros	mon-tr-os
monujo	mo-n-ujo
monumento	mo-nu-men-to
monumentoj	mo-nu-men-t-oj
morala	mo-ra-la
moralo	mo-ra-lo
morbido	mor-bi-do
mordeti	mor-d-eti
mordi	mor-di
morfemaro	mor-fe-m-aro
morfemo	mor-fe-mo
morgaŭ	mor-gaŭ
morgaŭa	mor-gaŭa
moro	mo-ro
morti	mor-ti
mortigi	mor-t-igi
mortigus	mor-t-ig-us
mortiĝi	mor-t-iĝi
mortinta	mor-t-in-ta
mortintaj	mor-t-in-t-aj
mortintan	mor-t-in-t-an
mortis	mor-t-is
morto	mor-to
mortos	mor-t-os
moseo	mo-seo
moskeo	mo-s-keo
moskito	mo-s-ki-to
moteto	mo-te-to
motivo	mo-ti-vo
motivoj	mo-ti-v-oj
motivon	mo-ti-v-on
moto	mo-to
motoro	mo-to-ro
motoron	mo-to-r-on
movadi	mo-v-adi
movi	mo-vi
moviĝu	mo-v-iĝu
movinta	mo-v-in-ta
movo	mo-vo
mucideco	mu-ci-d-eco
mueli	mu-e-li
muelradoj	mu-el-rad-oj
muĝi	mu-ĝi
mulato	mu-la-to
muller	mul-ler
mulo	mu-lo
multa	mul-ta
multaj	mul-t-aj
multe	mul-te
multego	mult-ego
multegon	mult-eg-on
multekosta	multe-ko-s-ta
multenombro	multe-nom-bro
multepromesaj	multe-pro-me-s-aj
multescia	multe-scia
multfoje	mult-foje
multipliki	mul-ti-pli-ki
multjara	mult-jara
multkoloraj	mult-ko-lo-r-aj
multo	mul-to
multoble	mult-ob-le
multon	mul-t-on
multrilate	mult-ri-la-te
multvalora	mult-va-lo-ra
multvorta	mult-vorta
mungi	mun-gi
munti	mun-ti
mureto	mu-reto
murmuri	mur-mu-ri
muro	mu-ro
murŝmiristo	mur-ŝmir-isto
muskato	mu-s-ka-to
musko	mu-s-ko
muskolo	mu-s-ko-lo
muskoloj	mu-s-ko-l-oj
muslina	mus-li-na
muso	mu-so
muŝo	mu-ŝo
muta	mu-ta
mutaj	mu-t-aj
mutila	muti-la
mutuloj	mu-t-ul-oj
muzelo	mu-ze-lo
muzeo	mu-zeo
muzikaj	mu-zi-k-aj
muzikistoj	mu-zi-k-ist-oj
muziko	mu-zi-ko
nacia	na-cia
naciaj	na-ci-aj
nacilingvaj	na-ci-lin-g-v-aj
nacio	na-cio
nacioj	na-ci-oj
nadlo	nad-lo
naĝi	na-ĝi
naiva	na-i-va
naivaj	na-i-v-aj
naiveco	na-i-v-eco
najbara	naj-bara
najbaran	naj-bar-an
najbaro	naj-baro
najbaroj	naj-bar-oj
najlo	naj-lo
najtingalo	naj-tin-ga-lo
napola	na-po-la
napoleono	na-po-le-o-no
narkoanalizo	nar-ko-ana-li-zo
narkoto	nar-ko-to
naski	na-s-ki
naskiĝantaj	na-s-k-iĝ-an-t-aj
naskiĝas	na-s-k-iĝ-as
naskiĝi	na-s-k-iĝi
naskiĝis	na-s-k-iĝ-is
naskiĝjaro	na-s-kiĝ-jaro
naskiĝo	na-s-k-iĝo
naskiĝos	na-s-k-iĝ-os
naskiĝtago	na-s-kiĝ-ta-go
natura	na-tu-ra
naturaj	na-tu-r-aj
naturan	na-tu-r-an
nature	na-tu-re
natureco	na-tu-r-eco
naturo	na-tu-ro
naturscienca	na-tur-sci-en-ca
naŭ	naŭ
naŭa	naŭa
naŭonoj	naŭ-on-oj
naŭope	naŭ-ope
naŭtilo	naŭ-ti-lo
naŭzi	naŭ-zi
navigo	na-vi-go
nazalnaze	na-zal-na-ze
nazo	na-zo
nazringo	naz-rin-go
nazsono	naz-so-no
naztruoj	naz-tru-oj
naztuko	naz-tu-ko
nazumo	na-z-umo
neadis	ne-ad-is
neakirebla	ne-akir-eb-la
neamatoroj	ne-ama-to-r-oj
neas	ne-as
neatingeble	ne-atin-g-eb-le
nebulo	ne-bu-lo
neces	ne-ces
necesa	ne-ce-sa
necesaj	ne-ce-s-aj
necese	ne-ce-se
neceseco	ne-ce-s-eco
necesejo	ne-ce-s-ejo
necesujo	ne-ce-s-ujo
necesus	ne-ce-s-us
nederlando	ne-der-lan-do
nedezirindeco	ne-de-zir-ind-eco
nediferencigeblaj	ne-di-fe-ren-c-ig-eb-l-aj
neebla	ne-eb-la
neeble	ne-eb-le
neebleco	ne-eb-l-eco
neekzistado	ne-ek-zi-s-t-ado
neeviteble	ne-evi-t-eb-le
nefaka	ne-fa-ka
nefermita	ne-ferm-ita
nefidinda	ne-fi-d-inda
neformala	ne-for-ma-la
neglekti	ne-glek-ti
negliĝo	ne-gli-ĝo
negrandaj	ne-grand-aj
negro	ne-gro
neĝblankaj	neĝ-blan-k-aj
neĝentila	ne-ĝen-t-ila
neĝisranda	ne-ĝis-ran-da
neĝo	ne-ĝo
neĝŝuoj	neĝ-ŝu-oj
neĝventego	neĝ-ven-t-ego
nehome	ne-ho-me
neimageble	ne-ima-g-eb-le
neinstruitaj	ne-ins-tru-it-aj
neklarigebla	ne-kla-r-ig-eb-la
nekleruloj	ne-kle-r-ul-oj
nekompareble	ne-kom-pa-r-eb-le
nekomprenado	ne-kom-pre-n-ado
nekomprenebla	ne-kom-pre-n-eb-la
nekompreneble	ne-kom-pre-n-eb-le
nekonata	ne-ko-n-ata
nekonatan	ne-ko-n-at-an
nekonato	ne-ko-n-ato
nekonscia	ne-kon-scia
nekonscie	ne-kon-scie
nekonsilinda	ne-kon-si-l-inda
nekredebla	ne-kre-d-eb-la
nekredeble	ne-kre-d-eb-le
nekredinda	ne-kre-d-inda
nelegeble	ne-le-g-eb-le
nelerta	ne-ler-ta
nelertecon	ne-ler-t-ec-on
neligitaj	ne-lig-it-aj
nelimigeblan	ne-li-m-ig-eb-l-an
nelonga	ne-longa
nelonge	ne-longe
nemalagrabla	ne-mal-agra-b-la
nemalbonaj	ne-mal-bon-aj
nemalhavebla	ne-mal-ha-v-eb-la
nemalkonfeseblaj	ne-mal-kon-fe-s-eb-l-aj
nematura	ne-ma-tu-ra
nemoveblaj	ne-mo-v-eb-l-aj
nemulte	nem-ul-te
nenia	nenia
neniaj	neni-aj
neniakvanta	nenia-kvan-ta
nenial	nenial
neniam	neniam
nenian	neni-an
nenie	nenie
neniel	neni-el
nenies	neni-es
neniigi	neni-igi
nenio	nenio
neniom	neni-om
nenion	neni-on
neniu	neniu
neniun	neni-un
neoficialaj	ne-ofi-ci-al-aj
neofito	ne-o-fi-to
neoportuna	ne-opor-tu-na
nepardoneble	ne-par-do-n-eb-le
nepensanta	ne-pen-san-ta
nepino	ne-pi-no
neplena	ne-ple-na
neplenumebla	ne-ple-nu-m-eb-la
nepo	ne-po
nepoj	ne-p-oj
nepra	ne-pra
nepre	ne-pre
nepripensita	ne-pri-pen-sita
neproduktiva	ne-pro-duk-ti-va
neproduktive	ne-pro-duk-ti-ve
neregulaj	ne-re-gul-aj
nerekomendinda	ne-re-ko-men-d-inda
nerekonebleco	ne-re-ko-n-eb-l-eco
nerekte	ne-rek-te
nervo	ner-vo
nervoza	ner-vo-za
nesaĝaj	ne-sa-ĝ-aj
nesana	ne-sa-na
nesciado	ne-sci-ado
nesciate	ne-sci-ate
nescienca	ne-sci-en-ca
neslaloma	ne-sla-lo-ma
neslava	ne-sla-va
neslovaka	ne-slo-va-ka
neslovena	ne-slo-ve-na
nesmeralda	ne-sme-ral-da
nesolvita	ne-sol-v-ita
nesto	nes-to
nesufiĉa	ne-su-fi-ĉa
netaŭgeco	ne-taŭ-g-eco
neto	ne-to
nêtralaj	nê-tra-l-aj
neŭtrala	neŭ-tra-la
neŭtralan	neŭ-tra-l-an
neŭtraleco	neŭ-tra-l-eco
neŭtralsignifa	neŭ-tral-sig-ni-fa
nevalida	ne-va-li-da
nevino	ne-vi-no
nevo	ne-vo
niaepoke	nia-epo-ke
niaj	niaj
nialanda	nia-lan-da
nian	nian
niĉjo	ni-ĉjo
nigra	ni-gra
nigraj	ni-gr-aj
nikĉjo	nik-ĉjo
nikoĉjo	ni-ko-ĉjo
nikolĉjo	ni-kol-ĉjo
nilono	ni-lo-no
nirvano	nir-va-no
Nitzsche	nitz-sche
nivelo	ni-ve-lo
nobla	no-b-la
nocio	no-cio
nocioj	no-ci-oj
nodo	no-do
nokte	nok-te
noktiĝos	nok-t-iĝ-os
nokto	nok-to
nokton	nok-t-on
nomas	no-m-as
nomata	no-m-ata
nomataj	no-m-at-aj
nombrado	nom-br-ado
nombras	nom-br-as
nombri	nom-bri
nombro	nom-bro
nombron	nom-br-on
nome	no-me
nomi	no-mi
nomitaj	no-m-it-aj
nomo	no-mo
nomoj	no-m-oj
nomon	no-m-on
nomos	no-m-os
nomovorto	no-mo-vorto
nomus	no-m-us
norda	norda
nordafrika	nord-af-ri-ka
nordafrikajn	nord-af-ri-k-ajn
nordamerika	nord-ame-ri-ka
nordamerikaj	nord-ame-ri-k-aj
nordaŭstraliaj	nord-aŭ-s-tra-li-aj
nordaziaj	nord-azi-aj
nordeŭropa	nord-eŭ-ro-pa
nordgermania	nord-ger-ma-nia
nordlumo	nord-lumo
nordo	nordo
nordrusia	nord-ru-sia
normala	nor-ma-la
normalan	nor-ma-l-an
normale	nor-ma-le
norvego	nor-ve-go
notas	no-t-as
noti	no-ti
notinde	no-t-inde
notitaj	no-t-it-aj
notlibron	not-li-br-on
noto	no-to
notoj	no-t-oj
notos	no-t-os
notu	no-tu
nova	nova
novaj	nov-aj
novaĵo	nov-aĵo
novaliĝinta	noval-iĝ-in-ta
novan	nov-an
nove	nove
novedzinon	nov-edzi-n-on
novembro	novem-bro
novjorkano	nov-jor-ka-no
novulo	nov-ulo
nuance	nu-an-ce
nuanco	nu-an-co
nuancoj	nu-an-c-oj
nubbazo	nub-ba-zo
nubo	nu-bo
nuda	nu-da
nuddenta	nud-den-ta
nuko	nu-ko
nukso	nuk-so
nuksrompilo	nuks-rom-p-ilo
nula	nu-la
nulo	nu-lo
numeraloj	nu-me-ra-l-oj
numero	nu-me-ro
numeroj	nu-me-r-oj
numeron	nu-me-r-on
numerplato	nu-mer-plato
nuna	nu-na
nunaj	nu-n-aj
nunaĵon	nu-n-aĵ-on
nuntempaj	nun-tem-p-aj
nutraĵgreno	nu-traĵ-gre-no
nutri	nu-tri
obeante	obe-an-te
obei	obei
obeu	obeu
objekto	ob-jek-to
objektoj	ob-jek-t-oj
obleco	ob-l-eco
oblikva	ob-li-k-va
observas	ob-ser-v-as
observejo	ob-ser-v-ejo
observemo	ob-ser-v-emo
observendan	ob-ser-ven-d-an
observi	ob-ser-vi
observu	ob-ser-vu
obskura	ob-sku-ra
obstaklo	ob-sta-klo
obstina	ob-sti-na
obstinaj	ob-sti-n-aj
obstine	ob-stine
obstinecon	ob-sti-n-ec-on
oceano	oce-ano
odeson	ode-s-on
odori	odo-ri
ofald	ofald
ofendi	ofen-di
oferante	ofe-r-an-te
ofere	ofe-re
oferi	ofe-ri
oferitaj	ofe-r-it-aj
oferoj	ofe-r-oj
oferon	ofe-r-on
oferti	ofer-ti
ofic	ofic
oficejo	ofi-c-ejo
oficiala	ofi-ci-ala
oficialaj	ofi-ci-al-aj
oficialaĵo	ofi-ci-al-aĵo
oficialan	ofi-ci-al-an
oficialeco	ofi-ci-al-eco
oficialigi	ofi-ci-aligi
oficialigita	ofi-ci-alig-ita
oficialigo	ofi-ci-aligo
oficiro	ofi-ciro
oficisto	ofi-c-isto
ofico	ofi-co
ofta	of-ta
oftaĝ	of-taĝ
oftaj	of-t-aj
oftan	of-t-an
ofte	of-te
ofteca	of-t-eca
oftecaj	of-t-ec-aj
ofteco	of-t-eco
oftecogrupoj	of-te-co-gru-p-oj
oftecoliston	of-te-co-l-ist-on
oftecon	of-t-ec-on
ojstro	ojs-tro
okazaj	oka-z-aj
okazaĵo	oka-z-aĵo
okazaĵoj	oka-z-aĵ-oj
okazas	oka-z-as
okaze	oka-ze
okazi	oka-zi
okazis	oka-z-is
okazo	oka-zo
okazoj	oka-z-oj
okazon	oka-z-on
okazos	oka-z-os
okcidenta	ok-ci-denta
okcidentafrikajn	ok-ci-dent-af-ri-k-ajn
okcidentamerikaj	ok-ci-dent-ame-ri-k-aj
okcidentaŭstraliaj	ok-ci-dent-aŭ-s-tra-li-aj
okcidentaziaj	ok-ci-dent-a-zi-aj
okcidenten	ok-ci-dent-en
okcidenteŭropa	ok-ci-dent-eŭ-ro-pa
okcidentgermania	ok-ci-dent-ger-ma-nia
okcidento	ok-ci-dento
okcidentslava	ok-ci-dent-sla-va
okcipito	ok-ci-pi-to
okonajn	ok-on-ajn
okonfolia	ok-on-fo-lia
okonnoto	ok-on-no-to
okonon	ok-on-on
okopajn	ok-op-ajn
okope	ok-ope
okopo	ok-opo
oksido	ok-si-do
oktanto	ok-tan-to
oktobro	ok-to-bro
okulario	oku-la-rio
okulharo	okul-haro
okulo	oku-lo
okuloj	oku-l-oj
okulon	oku-l-on
okulvideblan	okul-vi-d-eb-l-an
okulvideble	okul-vi-d-eb-le
okulvitroj	okul-vi-tr-oj
okupadi	oku-p-adi
okupadis	oku-p-ad-is
okupas	oku-p-as
okupi	oku-pi
okupiĝi	oku-p-iĝi
okupos	oku-p-os
okupus	oku-p-us
oleo	oleo
olivĝardenojn	oliv-ĝar-de-n-ojn
olivo	oli-vo
omaron	oma-r-on
ombrelo	om-bre-lo
ombro	om-bro
omego	ome-go
omleto	om-le-to
onano	ona-no
ondo	on-do
onklino	on-kli-no
onklo	on-klo
opas	op-as
operacii	ope-ra-cii
operacio	ope-ra-cio
operacion	ope-ra-ci-on
opero	ope-ro
opidumo	opi-du-mo
opiniadi	opi-ni-adi
opinias	opi-ni-as
opinii	opi-nii
opiniis	opi-ni-is
opinio	opi-nio
opinioj	opi-ni-oj
oponi	opo-ni
opono	opo-no
oportunaĵoj	opor-tu-n-aĵ-oj
oportunan	opor-tu-n-an
oportune	opor-tune
oposumo	opo-su-mo
opozicii	opo-zi-cii
oral	oral
oranĝĝardenoj	oranĝ-ĝar-de-n-oj
oranĝo	oran-ĝo
oranĝon	oran-ĝ-on
oratoro	ora-to-ro
orbito	or-bi-to
ordiga	or-d-iga
ordigitaj	or-d-ig-it-aj
ordinaraj	or-di-na-r-aj
ordinare	or-di-na-re
ordinaro	or-di-na-ro
ordinato	or-di-na-to
ordo	or-do
ordona	or-do-na
ordonaj	or-do-n-aj
ordonanta	or-do-n-an-ta
ordoni	or-do-ni
ordono	or-do-no
orelo	ore-lo
orelon	ore-l-on
orfdomo	orf-do-mo
orfo	or-fo
organa	or-ga-na
organismo	or-ga-n-ismo
organizi	or-ga-ni-zi
organizis	or-ga-ni-z-is
organizsistemon	or-ga-niz-si-s-te-m-on
organo	or-ga-no
organoj	or-ga-n-oj
orientafrikajn	ori-ent-af-ri-k-ajn
orientamerikaj	ori-ent-ame-ri-k-aj
orientaŭstraliaj	ori-ent-aŭ-s-tra-li-aj
orientaziaj	ori-ent-azi-aj
orienteŭropa	ori-ent-eŭ-ro-pa
orientgermania	ori-ent-ger-ma-nia
orienti	ori-enti
oriento	ori-ento
orientslava	ori-ent-sla-va
origina	ori-gi-na
originaj	ori-gi-n-aj
originala	ori-gi-na-la
originalaj	ori-gi-na-l-aj
originalaĵoj	ori-gi-na-l-aĵ-oj
originalo	ori-gi-na-lo
origino	ori-gi-no
orkestro	or-ke-s-tro
ornami	or-na-mi
ortangulo	ortan-gu-lo
orthoepy	or-tho-e-py
orto	orto
ortodoksuloj	orto-dok-s-ul-oj
ortografian	orto-gra-fi-an
ortografio	orto-gra-fio
ortografion	orto-gra-fi-on
ortorelo	orto-re-lo
oscedi	os-ce-di
oscili	os-ci-li
oscilo	os-ci-lo
osto	os-to
ovaĵo	ov-aĵo
ovalo	ova-lo
ovblanko	ov-blan-ko
ovujo	ov-ujo
